,event_date,source_name,source_link,event_id,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,AR_CAT,kidmap
127,2016-01-25 00:00:00,The Irrawaddy,http://www.irrawaddy.com/burma/at-least-a-dozen-missing-in-latest-hpakant-landslide.html,9245.0,,Hpakan,"At least a dozen gems prospectors are missing after a fresh landslide on Monday in Kachin State’s Hpakant jade mining region, the latest in a series of deadly incidents.  According to a local on the scene, two piles of mining waste located between Suttaung and Shansu villages collapsed on Monday afternoon while prospectors were sifting through soil in search of jade overlooked by the large companies that mine the area.  “About 100 prospectors were searching the gems residues there and suddenly the waste pile of Triple Three Company collapsed, and later another pile of Aung Hein Min [company] collapsed,” said Aung Lin, a local prospector who survived the collapse.  “We were a bit far from the collapsing area and we were able to run away to save our lives. But we can’t help others, and could only watch the collapse bury them alive,” he added.  According to local police, the number of missing people could not be confirmed on Tuesday morning and rescuers’ efforts to exhume the bodies are o",Hpakan,1km,landslide,mining,medium,mine,6.0,0.0,,,,glc,9245.0,Myanmar [Burma],MM,Kachin,90894.0,Myitkyina,113.90626,08/01/2016 02:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.2946,25.6226,2.0,117731.0
128,2010-05-15 00:00:00,tribune.com,http://tribune.com.pk/story/14328/another-landslide-plunges-attabad-lake-to-danger-zone/,1864.0,,"Atabad(Ata Abad, Attabad), Hunza Valley","As another landslide plunged into Attabad Lake on Tuesday, the Hazara division is expected to bear the worst brunt of an imminently approaching breach of the massive artificial lake.  Officials suspended boat service, the only current form of travelling downstream across the blocked Karakoram Highway (KKH), citing unsafe conditions. “We will start helicopter service in place of boat service,” said Wazir Baig, Speaker Gilgit-Baltistan assembly to The Express Tribune. “You see, landslides are constantly occurring and we can’t afford that people further suffer due to these kinds of incidents,” he added.  According to reports, landslides triggered by torrential rains cut off Gilgit-Baltistan from the rest of the country due to road blocks on at least four points near the Kohistan and Chilas areas. Tuesday’s landslide occurred at exactly the same point where the original avalanche blocked the Hunza River in January, creating the artificial lake that has inundated several villages upstream. ","Atabad(Ata Abad, Attabad), Hunza Valley",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,1864.0,Pakistan,PK,Gilgit-Baltistan,2005.0,Barishāl,12.89838,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8219,36.3085,1.0,98589.0
129,2016-05-11 00:00:00,China Daily,http://www.chinadailyasia.com/nation/2016-05/11/content_15431146.html,7703.0,,Dengqen county in Tibet's Qamdo city,"The earthquake rattled houses and set off landslides that blocked roads, leaving at least six injured, according to the China News Service, which cited the Dingqing county emergency management office.",Dengqen county in Tibet's Qamdo city,unknown,landslide,earthquake,medium,above_road,0.0,0.0,,,,glc,7703.0,China,CN,Tibet Autonomous Region,0.0,Gyamotang,15.31613,05/11/2016 03:03:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.2747,31.5583,2.0,118656.0
130,2016-01-28 21:00:00,The Himalayan Times,https://thehimalayantimes.com/nepal/landslide-obstructs-vehicular-movement/,9256.0,,Narayani Riverside Resort,"The vehicular movement has been obstructed due to a dry landslide at Kali Khola along the Narayanghat-Mugling road section from Thursday night.  The blocked area is 3 km far from Narayanghat. According to the District Police Office, Chitwan the landslide  that took place at around 9:00 pm at Chandi Bhanjhayang VDC-6 of Kali Khola has  halted the traffic and buried two trucks heading towards Bharatapur .  However, no human causalities have occurred, informed police.  The passengers of buses and trucks among others have been stranded on the road due to the obstruction.  Police have stopped the vehicles form both sides  and working on the spot to clear the way.  The vehicles are lining in a queue from Ramnagar to Pulchok and Mugling to Kurintar.",Narayani Riverside Resort,exact,landslide,unknown,medium,above_road,0.0,0.0,,,,glc,9256.0,Nepal,NP,Western Region,107157.0,Bharatpur,9.79345,08/01/2016 03:36:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,84.4694,27.7657,,
131,2010-04-15 00:00:00,regionaltimes,http://www.regionaltimes.com/16apr2010/heartlandnews/mother.htm,1752.0,,"Allah Jurio village, Sindh Region","A landslide fell over a woman namely Bashiran and her daughter Rozina, 5 and as a result they died on the spot in village Allah Jurio on Thursday. The bodies of the deceased were handed over to their heirs after conducting an autopsy from a local hospital.","Allah Jurio village, Sindh Region",unknown,landslide,rain,medium,unknown,2.0,,,,,glc,1752.0,Pakistan,PK,Sindh,31630.0,Sakrand,10.21869,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,68.2767,26.0462,2.0,98343.0
132,2014-03-10 00:00:00,NDTV,http://www.ndtv.com/article/india/jammu-srinagar-highway-closed-after-snowfall-landslides-493755#http://www.ndtv.com/article/india/jammu-srinagar-highway-closed-after-snowfall-landslides-493755,5940.0,,Jammu and Kashmir,Fresh snowfall and landslides on Monday forced closure of the strategic Jammu-Srinagar highway.  ,Jammu and Kashmir,5km,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,,,,glc,5940.0,India,IN,Kashmir,7317.0,Rāmban,0.70312,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2439,33.2359,3.0,111386.0
133,2015-05-17 00:00:00,"The Nation, The News",,7057.0,,"Parot Goal and Chinar Goal villages of Sheshi Koh valley, Drosh","According to the Drosh Police, lightning hit the house of Dilawar Khan and others at in the wee hours during rain at Parot Goal and Chinar Goal villages of Sheshi Koh valley. As a result tremendous landslide took place from the nearby mountain which buried the house","Parot Goal and Chinar Goal villages of Sheshi Koh valley, Drosh",5km,landslide,downpour,medium,natural_slope,5.0,0.0,,,,glc,7057.0,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Chitral,31.00425,07/02/2015 06:16:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,71.7986,35.567,3.0,115368.0
134,2012-02-16 00:00:00,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-02-17/india/31071026_1_night-temperature-cold-conditions-three-degree,4202.0,,"Tawari bridge, Chamba district of Himachal Pradesh","SHIMLA: Two sisters were buried alive in a landslide triggered by heavy rains and snow near Tawari bridge of Chamba district of Himachal Pradesh on Thursday while the intense cold continued to grip the region. Chino, 21, and Devo, 20, of nearby Bairagarh were buried under a massive landslide near Tawari Bridge and succumbed to their injuries on way to the hospital, police said.","Tawari bridge, Chamba district of Himachal Pradesh",10km,landslide,downpour,medium,unknown,2.0,,,,,glc,4202.0,India,IN,Himachal Pradesh,21502.0,Chamba,1.20636,09/15/2014 05:19:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.1201,32.5655,3.0,104547.0
135,2015-02-26 00:00:00,Rising Kashmir,http://www.risingkashmir.com/2-killed-in-landslide-on-jammu-srinagar-highway/,6804.0,,Ramsu,"Two people were today killed while two others were seriously injured when the vehicle they were travelling in was hit by a landslide on the Jammu- Srinagar national highway near here, a police official said.",Ramsu,50km,landslide,unknown,medium,above_road,2.0,2.0,,http://www.risingkashmir.com/wp-content/uploads/2015/02/landslide.jpg,,glc,6804.0,India,IN,Kashmir,3278.0,Banihāl,13.4555,03/02/2015 10:26:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.1922,33.3376,3.0,114602.0
136,2014-03-11 00:00:00,India Today,http://indiatoday.intoday.in/story/srinagar-muzaffarabad-road-laghama-landslide-uri-sector-pok-border-roads-organisation-bro/1/351155.html#http://indiatoday.intoday.in/story/srinagar-muzaffarabad-road-laghama-landslide-uri-sector-pok-border-roads,5943.0,,Azad Jammu and Kashmir,"A massive landslide hit the road near Laghama in Uri, 101 kms from Srinagar, blocking traffic, a police spokesman said.   ",Azad Jammu and Kashmir,25km,landslide,continuous_rain,large,above_road,0.0,0.0,,,,glc,5943.0,India,IN,Kashmir,6755.0,Uri,0.93505,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.056,34.0823,3.0,111392.0
137,2010-05-20 00:00:00,Antara News,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=15535,1882.0,,"Thimphu-Phuentsholing highway, at Takti, between Samtse and Punakha ","A government servant, who was returning to Samtse from Punakha on May 20, narrowly escaped a major mudslide and rolling boulders at Takti on the Thimphu-Phuentsholing highway.  Chukha dzongda Tshewang Rinzin described the roadblock as probably the biggest on the highway in recent years.  Kinley Dendup, who was travelling with his wife and two other passengers, had to jam his brakes to avoid being buried under the massive slide, and hit by boulders the size of Toyota prados, barely inches in front of his car. He turned back from Takti.  “People in vehicles behind my car thought I was going to be buried under the slide,” he said. “Mine was the first car to reach that ominous spot.”  Kinley Dendup, who reached Samtse yesterday, after the road was cleared briefly, before another major slide blocked the road yesterday following heavy rain, said he returned to Kamji to spend the night, where there was another major roadblock.  Dzongda Tshewang Rinzin said clearing the road at Takti required ","Thimphu-Phuentsholing highway, at Takti, between Samtse and Punakha ",50km,landslide,downpour,medium,above_road,,,,,,glc,1882.0,Bhutan,BT,Paro,2169.0,Paro,16.65656,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,89.5187916,27.21962595,3.0,98633.0
138,2010-02-06 00:00:00,kashmirobserver,http://www.kashmirobserver.net/index.php?option=com_content&view=article&id=4240:highway-closed-for-4th-day&catid=3:regional-news&Itemid=4,1475.0,,"Srinagar-Jammu highway near Asar, Doda and Kishtwar districts","With bad weather hampering road-clearing operations, the Srinagar-Jammu Highway remained closed for traffic for the fourth day running on Tuesday. The highway, the only surface link between Kashmir and the rest of the country, had been closed on Saturday after heavy rains triggered off landslides at several places, and snow blocked the Jawahar Tunnel.  “Continuous and heavy downpour is hindering the operation to clear the landslides and there are continuous shooting stones at several places,” the SP for traffic, GM Wadoo, said.  The Doda and Kishtwar districts of the Jammu region also remained cut off due to landslides near Asar area since Monday. ","Srinagar-Jammu highway near Asar, Doda and Kishtwar districts",25km,landslide,downpour,medium,unknown,,,,,,glc,1475.0,India,IN,Kashmir,20553.0,Kishtwār,17.36463,09/15/2014 06:55:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.8011,33.1595,1.0,97756.0
139,2010-05-17 00:00:00,Medair,http://www.medair.org/en/infochanel/news/detail/article/flash_floods_landslides_destroy_homes_in_remote_afghanistan/?no_cache=1&cHash=5aa037ab4d,1870.0,,"Yawan Town, Badakhshan Province","On 17 May, Medair sent an emergency response team to Yawan to verify reports that more than one hundred families had lost their homes due to flash floods and landslides in the area around Yawan Town.   Upon arrival in Yawan, it was impossible to cross the flooded Yawan river until some local residents were able to set up a cable pulley to pull the team across.  In Yawan, Medair met with the local governor, community leaders, and other organisations, The team began distributing tents, cooking pots, and blankets to 96 families in the surrounding villages who had lost their homes. ","Yawan Town, Badakhshan Province",50km,landslide,downpour,medium,unknown,,,,,,glc,1870.0,Afghanistan,AF,Badakhshan,0.0,Zīrakī,2.73125,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,70.42633455,37.56106267,3.0,98601.0
140,2010-05-17 00:00:00,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",1871.0,,"Srinagar-Leh national highway, Captain Mode, Kashmir valley","As per PTI report traffic on the 434-km Srinagar-Leh national highway has been suspended after heavy landslides occurred on 17th May 2010, at Captain Mode, 100 km from Srinagar, and other places on the highway due to incessant rain in the Kashmir valley for the past one week. ","Srinagar-Leh national highway, Captain Mode, Kashmir valley",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,1871.0,India,IN,Kashmir,13838.0,Kargil,49.59488,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.6233,34.3951,3.0,98601.0
141,2013-05-26 00:00:00,tribune.com.pk,http://tribune.com.pk/story/554726/weather-shifts-rain-landslides-cause-casualties-in-k-p-and-fata/,4876.0,,Gilgit-Baltistan,"Landslides triggered by heavy rains blocked roads in Gilgit-Baltistan (G-B), cutting Gilgit off from Skardu, Ghizer and Islamabad on Sunday.",Gilgit-Baltistan,unknown,landslide,rain,medium,unknown,,,,,,test,4876.0,Pakistan,PK,Gilgit-Baltistan,10414.0,Gilgit,19.14549,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.5101,35.8562,3.0,108573.0
142,2013-05-26 00:00:00,www.business-standard.com,http://www.business-standard.com/article/pti-stories/jammu-srinagar-highway-closed-due-to-landslides-113052600597_1.html,4875.0,, Jammu-Srinagar,"The Jammu-Srinagar national highway, the only road link between Kashmir and rest of the country, was today closed for vehicular traffic due to landslides triggered by heavy rains in Ramban district. ", Jammu-Srinagar,unknown,landslide,downpour,medium,unknown,,,,,,glc,4875.0,India,IN,NCT,20736.0,Alīpur,4.95275,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.15,28.758,3.0,108573.0
143,2016-04-02 00:00:00,nvs24,http://nvs24.com/news/topstories/Dozens-missing-in-Myanmar-landslide-4678643.html,9365.0,,Phar Kant Jade Mining,"a huge amount of mining debris collapsed, engulfing the homes of some miners.It is unclear what triggered the landslide in the region",Phar Kant Jade Mining,10km,landslide,unknown,large,unknown,104.0,100.0,,,,glc,9365.0,Myanmar [Burma],MM,Kachin,90894.0,Myitkyina,114.45467,08/03/2016 04:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.2887,25.6219,1.0,118223.0
144,2015-04-19 09:00:00,Dhaka Tribune,http://www.dhakatribune.com/bangladesh/2015/apr/19/mud-slide-kills-2-chapainawabganj,7134.0,,Ujirpur barrage 3 under Shibchar upazila in Chapainawabganj,"At a stage, the mud from nearby dam slided on them. Later, the locals recovered their bodies from under the mud",Ujirpur barrage 3 under Shibchar upazila in Chapainawabganj,25km,mudslide,dam_embankment_collapse,small,above_river,2.0,0.0,,,,glc,7134.0,Bangladesh,BD,Rājshāhi,142361.0,Nawābganj,9.97116,07/10/2015 03:16:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.1825,24.5582,,
145,2014-05-14 00:00:00,Business Standard,http://www.business-standard.com/article/pti-stories/couple-killed-in-landslide-in-ramban-114051401366_1.html,6024.0,,Ramban,"A couple died in a landslide that hit their house in Ramban district of Jammu and Kashmir today. Rescuers, however, managed to save their three-year-old daughter from under the debris, a defence spokesman said. The house of Abdul Gani Khandey was hit by a landslide triggered by incessant rains at Kawanwas village in Ramban district, the spokesman said, adding that Khandey, his wife and their daughter were buried under the debris. ",Ramban,1km,landslide,rain,small,unknown,2.0,0.0,,,,glc,6024.0,India,IN,Kashmir,7317.0,Rāmban,0.19906,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2405,33.2394,1.0,111963.0
146,2010-05-03 09:00:00,chinadaily,http://www.chinadaily.com.cn/china/2010-05/04/content_9807770.htm,1813.0,,"mine near Myitkyina, near Baoshan in Yunnan Province of China, 3 km from the border","Six Chinese workers were confirmed dead and nine others were missing after a landslide occurred in a Myanmar region bordering with southwest China's Yunan Province Monday morning, according to Chinese rescuers rushing to the scene.  The Myanmar side has asked for China's help to aid the rescue in Myitkyina, Myanmar, said Bi Lei, a spokeswoman of the city government of Baoshan, Yunnan.","mine near Myitkyina, near Baoshan in Yunnan Province of China, 3 km from the border",unknown,landslide,mining,medium,unknown,15.0,,,,,glc,1813.0,Myanmar [Burma],MM,Kachin,90894.0,Myitkyina,46.3149,09/11/2014 03:09:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,97.8542,25.4053,,
147,2016-04-04 00:00:00,Kashmir Life,http://www.kashmirlife.net/landslide-damages-residential-house-in-handwara-101144/,9380.0,,Hanjishat village in Handwara area of Kupwara district,due to rainfall in the area water level increased in Pohru stream caused landslide along the near the stream banks,Hanjishat village in Handwara area of Kupwara district,5km,landslide,continuous_rain,small,above_river,0.0,0.0,,,,glc,9380.0,India,IN,Kashmir,63035.0,Sopur,21.72594,08/03/2016 05:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.2798,34.4002,1.0,118223.0
148,2016-04-04 00:00:00,The Express Tribune,http://tribune.com.pk/story/1078574/35-more-feared-dead-after-landslide-hits-houses-in-kohistan/,9373.0,,"Othar Nala area of tehsil Kandiya, nearly 55km from district headquarters Dasi","At least 35 more people, mostly women and children, are feared dead after a landslide hit many houses in Kohistan on Monday, a day after 13 villagers were killed in rain related incidents in the district of Khyber-Pakhtunkhwa.","Othar Nala area of tehsil Kandiya, nearly 55km from district headquarters Dasi",50km,landslide,continuous_rain,large,unknown,35.0,0.0,,,,glc,9373.0,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Dasu,11.51966,08/03/2016 05:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.1642,35.2856,1.0,118223.0
149,2012-03-04 00:00:00,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-03-04/guwahati/31120923_1_booths-repoll-polling-stations,4241.0,,Tamei constituency in Tamenlong district,"Repolling in 63 booths under nine constituencies in the five hill districts of Senapati, Ukhrul, Churachandpur, Tamenglong and Chandel was held on Sunday amid heavy security with more than 60% turnout recorded. The exercise was supposed to be held in 67 booths but owing to heavy landslides triggered in the remote Tamei constituency in Tamenlong district, poll officials could not reach four booths forcing the Election Commission to defer the exercise till Monday.",Tamei constituency in Tamenlong district,25km,landslide,unknown,medium,unknown,0.0,,,,,glc,4241.0,India,IN,Manipur,223523.0,Imphal,47.30334,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.6795,25.1604,1.0,104675.0
150,2010-04-17 00:00:00,voiceofsikkim.com,http://voiceofsikkim.com/2010/04/18/rains-trigger-major-landslide-at-pani-house/,1756.0,,"Nam Nang, Gangtok","On the same day, another minor landslide was reported at Nam-Nang. ","Nam Nang, Gangtok",1km,landslide,downpour,small,unknown,0.0,,,,,glc,1756.0,India,IN,Sikkim,30700.0,Gangtok,0.53719,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.6087,27.322,2.0,98349.0
151,2010-05-31 00:00:00,indianexpress,http://www.indianexpress.com/news/N-E-border-dist-cut-off-by-landslides--runs-out-of-supplies/627610,1930.0,,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ","Its only link to the outside world, the Anini-Roing road, having been hit by landslides at several places, Dibang Valley district in eastern Arunachal Pradesh has remained cut off from the rest of the world for more than six weeks now. The district shares 200 km of international border with China.   Heavy rains and landslides have caused extensive damage to the two micro hydel projects in the district at Hawapani and Chini-Afra, both having an installed capacity of 50 KW each. “We are in total darkness as our stock of diesel to run generators have also exhausted,” Jempen informed. With roads to other parts of the district also cut off, there has been no link between Anini and other towns like Aruzo, Italin, Anelih, Mipi and Malini. Assam's flood-prone Lakhimpur district was on Monday hit by the third wave of floods following heavy rainfall in the foothills of the Himalayas in Arunachal Pradesh affecting more than 25,000 people. The rising waters of Ranganadi and Singora rivers, tributa","Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,1930.0,India,IN,Arunāchal Pradesh,14927.0,Tezu,62.40501,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.8776,28.4298,3.0,98686.0
152,2016-04-22 21:30:00,Arunchal Times,http://www.arunachaltimes.in/two-killed-in-lumla-landslide-four-injured/,9428.0,,"Thongleng village, Lumla, Tawang, Arunachal Pradesh, India","A Septuagenarian couple was killed and four others injured seriously in a landlside in Thongleng village under Lumla sub-division in Tawang on Friday night. The landslide, which occurred at around 9.30 pm, also washed away three houses, Lumla ADC informed. The couple was identified as Sangey Chomu (72) and Sangey Gombu (71). The injured persons are Gombu Yangzom (30), Dema Chomu (27), Yeshi Pema (17) and a 10-month-old baby. They have been admitted in District Hospital Tawang. Victims and injured persons are reported to be from same family, DIRPO reported. The condition of one of the injured persons is stated to be critical The roads within Lumla township are also badly damaged in various locations while water and electricity supply are disrupted in several villages. Around 10 houses were damaged during this week due to natural calamity. Heavy damages were also caused to agricultural and horticultural land under Lumla sub-division. District Administration is providing relief materials ","Thongleng village, Lumla, Tawang, Arunachal Pradesh, India",10km,landslide,continuous_rain,medium,unknown,2.0,4.0,,,,,,,,,,,,08/05/2016 02:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.752,27.5523,,
153,2016-05-04 14:00:00,UZ Daily,https://www.uzdaily.com/articles-id-35800.htm,9392.0,,"Qamchiq pass, Uzbekistan","Five people died in the result of landslide in Qamchiq pass in Uzbekistan, the statement of the Ministry of Emergency Situations of Uzbekistan said. According to the Uzbek Ministry, six people were rescued in the result of adopted measures. All necessary aid was given to victims and their families.  The Ministry added that the landslide with the mass of 13,300 cubic meters occurred at Qamchiq pass at around 14:00 on 4 May.  Emergency Situations Ministry said that two cars were under the weight of the landslide in the area of the A-373 M-39 highway.","Qamchiq pass, Uzbekistan",10km,landslide,unknown,medium,above_road,5.0,0.0,,,,glc,9392.0,Uzbekistan,UZ,Toshkent,126957.0,Angren,31.85039,08/03/2016 06:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,70.51167011,41.10519866,,
154,2013-05-25 00:00:00,x.dawn.com,http://x.dawn.com/2013/05/28/landslides-block-kkh/,4873.0,,"Karakoram Highway, Diamer And Kohistan Districts","Traffic on Karkuram Highway remains suspended for last two days as landslides and rolling boulders triggered by heavy rain blocked the road at several places. Hundreds of vehicles, including trucks and buses, were stranded at many points in Diamer and Kohistan districts, inconveniencing the commuters. The National Highway Authority officials said machinery had been moved to clear the road and get the traffic restored. The road may be cleared for traffic within two days, they said. Heavy rains also caused damage to standing crops in remote valleys where wheat crop was about to be harvest. Power supply was restored in some areas after 20 hours, officials said.","Karakoram Highway, Diamer And Kohistan Districts",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,4873.0,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Dasu,7.3465,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.21,35.2959,1.0,108570.0
155,2015-03-30 09:00:00,Straits Times,http://www.straitstimes.com/news/asia/south-east-asia/story/nine-dead-landslide-myanmar-jade-mine-state-media-20150401,6930.0,,beside the mine in Hpakant,"Rescuers are searching for more than 20 miners buried by a landslideat a jade mine in remote war-torn northern Myanmar that killed at least nine people, state media reported on Wednesday.",beside the mine in Hpakant,25km,landslide,mining,medium,mine,9.0,2.0,,,,glc,6930.0,Myanmar [Burma],MM,Kachin,90894.0,Myitkyina,113.7334,05/27/2015 09:46:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.2907,25.6115,,
156,2016-04-22 02:30:00,Zee News,http://zeenews.india.com/news/north-east/landslide-in-tawang-area-of-arunachal-pradesh-watch-video_1878690.html,7655.0,,"Tawang, Arunachal Pradesh","TRMM shows no significant rainfall accumulation. Article: Continuous rain in the last couple of days led to a landslide at Famla village in Arunachal Pradesh's Tawang district early Friday, killing 17 people.","Tawang, Arunachal Pradesh",5km,landslide,continuous_rain,medium,above_road,17.0,0.0,,"http://timesofindia.indiatimes.com/thumb/msid-51950784,width-400,resizemode-4/51950784.jpg",,glc,7655.0,India,IN,Arunachal Pradesh,4831.0,Tawang,6.69648,04/23/2016 02:02:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8569,27.5799,,
157,2010-05-24 00:00:00,narinjara,http://www.narinjara.com/details.asp?id=2613,1899.0,,"Taung Khaung Gee tunnel, Maungdaw-Buthidaung road, Arakan, western burmese border","Fallen trees and landslides caused by torrential rains have blocked the Maungdaw - Buthidaung road, cutting off traffic on the western Burmese border.   a mudslide from the new mountain road being constructed over the large tunnel known as Taung Khaung Gee has blocked the tunnel and nearby areas,"" said one car driver.  He added that neither cars nor pedestrians are able to cross between Buthidaung and Maungdaw as the tunnel is covered by the knee-deep mud.","Taung Khaung Gee tunnel, Maungdaw-Buthidaung road, Arakan, western burmese border",1km,mudslide,downpour,medium,unknown,0.0,,,,,test,1899.0,Myanmar [Burma],MM,Rakhine,40557.0,Teknāf,15.58422,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.4504,20.8486,3.0,98679.0
158,2016-05-27 15:30:00,24 Press Club,http://www.eng.24.kg/incidents/180588-news24.html,9301.0,,"Batken region, Kyrgyzstan","Estimated location within region. Five people killed as a result of landslide in Batken, the press service of the Ministry of Emergency Situations reported.  According to it, yesterday a heavy rain started at 3.30 PM in Batken oblast and mudslide overthrew the foreign car with six people.  ""Local residents and employees of Ministry of Emergency Situations was able to save only a boy, the other passengers and the driver were killed. The bodies sent to the morgue for identification. There is information about the flooded houses,"" the press service of the Cabinet reported.  Prime Minister of Kyrgyzstan Sooronbai Jeenbekov flew to Kadamdjay district of Batken oblast. ""The head of government will get acquainted with the work in the aftermath of floods and assistance to victims,"" the press service of the Cabinet stated.  The reserve fund of the Government of Kyrgyzstan will assist families of the disaster victims.  The President expressed his condolences to the bereaved families.","Batken region, Kyrgyzstan",250km,mudslide,downpour,medium,above_road,5.0,1.0,,,,glc,9301.0,Kyrgyzstan,KG,Batken,0.0,Korgon,9.44816,08/02/2016 04:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,69.8266,39.8751,,
159,2010-04-02 23:00:00,english.peopledaily,http://english.peopledaily.com.cn/90001/90777/90852/6938742.html,1613.0,,"Koloriang, Kuring Kumey district, Arunachal Pradesh","At least seven persons, including four children, were buried alive after torrential rains triggered landslides caved in their dwelling house at Koloriang, the headquarters of remote Kurung Kumey district in Arunachal Pradesh, last night.  The disaster occurred at around 11 pm when all the victims were under sleep after having the night’s meal. The velocity of the landslide was so strong that it completely collapsed the occupants’ bamboo-made house within no time, killing all seven persons on the spot. Two other people, who were sleeping outside the ill-fated house, escaped unhurt, informed the Kurung Kumey district SP, A Tamut.  Kurung Kumey, along with other parts of Arunachal, has been experiencing heavy showers for the past one week, paralyzing the normal life  of the people of this air-fed hilly station.","Koloriang, Kuring Kumey district, Arunachal Pradesh",1km,mudslide,downpour,large,unknown,12.0,,,,,glc,1613.0,India,IN,Arunāchal Pradesh,13893.0,Ziro,58.84724,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.3497,27.8997,,
160,2014-12-31 00:00:00,Earth Observatory,http://earthobservatory.nasa.gov/NaturalHazards/view.php?id=85149,6730.0,,Tsarap River,"The landslide, which reportedly occurred on December 31,/2014, sent enough fine-grained debris into the river to create an earthen dam. As of January 20, 2015, that dam was about 600 meters (2,000 feet) long, according to an analysis of satellite imagery collected by the Indian Space Research Organization’s CartoSat-2. The artificial lake that formed behind the dam was nearly 8 kilometers (5 miles) long and covered about 55 hectares (300 acres). Aerials surveys suggest the mound of debris blocking the river was about 60 meters (200 feet) high.",Tsarap River,1km,landslide,unknown,large,natural_slope,0.0,0.0,,http://blogs.agu.org/landslideblog/files/2015/01/15_01-Zanskar-2.jpg,,glc,6730.0,India,IN,Kashmir,25000.0,Padam,42.24626,01/29/2015 05:55:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.2853,33.287,3.0,114196.0
